number,value,datetime_start,datetime_complete,duration,params_atr_period,params_atr_stop_multiplier,params_atr_target_multiplier,params_ema_fast,params_ema_slow,params_min_atr_threshold,params_rsi_overbought,params_rsi_oversold,params_rsi_period,state
77,-inf,2025-11-12 20:40:54.235040,2025-11-12 20:40:57.837671,0 days 00:00:03.602631,15,1.534671512987598,2.8162945792293064,11,23,0.16501365193939743,77.82267189668961,26.98633800409509,10,COMPLETE
78,-inf,2025-11-12 20:40:57.838671,2025-11-12 20:41:01.471014,0 days 00:00:03.632343,10,1.8566773852983682,2.6248328875857108,8,26,0.3399354888325563,71.44429900075492,21.66487201109322,19,COMPLETE
79,-inf,2025-11-12 20:41:01.472012,2025-11-12 20:41:05.063871,0 days 00:00:03.591859,16,1.4771657577229578,2.491746827055091,9,31,0.3812145253418757,65.31577419635484,22.163435741111165,17,COMPLETE
80,-inf,2025-11-12 20:41:05.064870,2025-11-12 20:41:08.714232,0 days 00:00:03.649362,14,1.9303514536770927,3.2016336318853202,10,42,0.8122550343048521,69.0055178176913,24.709621588084953,18,COMPLETE
81,-inf,2025-11-12 20:41:08.715232,2025-11-12 20:41:12.199421,0 days 00:00:03.484189,10,1.2273904507841522,1.788851706780907,6,47,0.9012013778562534,76.16584402416399,31.884761823286848,17,COMPLETE
82,-inf,2025-11-12 20:41:12.199421,2025-11-12 20:41:15.624331,0 days 00:00:03.424910,11,1.2612303219145022,2.3260161506018138,12,49,0.9702510001895502,78.37373141974247,31.2901702182375,16,COMPLETE
83,-inf,2025-11-12 20:41:15.625330,2025-11-12 20:41:18.881028,0 days 00:00:03.255698,13,1.2019346805613835,1.7102987601821438,6,46,0.939176098048078,77.25122880699855,33.679069702525254,14,COMPLETE
84,-inf,2025-11-12 20:41:18.882026,2025-11-12 20:41:22.107317,0 days 00:00:03.225291,10,1.3339149224543962,1.5605328585523226,5,28,0.8617331108788203,73.89178250103252,23.63128367982999,18,COMPLETE
85,-inf,2025-11-12 20:41:22.108315,2025-11-12 20:41:25.293288,0 days 00:00:03.184973,11,1.1260373529049694,2.225638885533622,7,48,0.9049617369147452,74.65369016140677,32.26582375435495,13,COMPLETE
86,-inf,2025-11-12 20:41:25.293288,2025-11-12 20:41:28.514838,0 days 00:00:03.221550,11,1.071259186990294,3.1071052181085657,5,34,0.7383148485640563,75.5495509567684,33.70180813986144,17,COMPLETE
